"enhancer","triplet_pairs","cum_abs_estimate_out","cum_abs_estimate_in","n_regulating_TFs","n_regulated_genes","n_regulated_promoters","source_measurement_types","is_expressed","is_mediating","cum_abs_estimate_total","pareto","label"
"chr7_100542163_100543045",12,3.00743054732884,0.618532492428455,1,11,12,"aCRE",TRUE,TRUE,3.62596303975729,FALSE,""
"chr7_129258415_129259330",12,0.381225202815082,1.18965942694571,4,3,3,"aCRE",FALSE,TRUE,1.57088462976079,FALSE,""
"chr7_44084399_44086245",12,1.53297643482553,0.703530635506261,2,6,6,"aCRE",TRUE,TRUE,2.23650707033179,FALSE,""
"chr7_6901679_6902710",12,1.97268441976679,0.611517895123972,2,6,6,"aCRE",TRUE,TRUE,2.58420231489076,FALSE,""
"chr8_38153614_38154571",12,0.370176062891108,1.31679658418586,4,3,3,"aCRE",TRUE,TRUE,1.68697264707697,FALSE,""
"chr9_100167901_100168838",12,1.17421431630421,1.02668559999551,3,4,4,"aCRE",FALSE,TRUE,2.20089991629972,FALSE,""
"chr9_34606657_34607541",12,1.24025636133251,0.700565200271543,2,5,6,"aCRE",TRUE,TRUE,1.94082156160405,FALSE,""
"chr9_35650369_35651229",12,1.94432457880423,0.797202187836698,2,6,6,"aCRE,tCRE",TRUE,TRUE,2.74152676664093,FALSE,""
"chrX_103400620_103401521",12,0.818127546390626,0.880436589460366,3,4,4,"aCRE",FALSE,TRUE,1.69856413585099,FALSE,""
"chr1_151372193_151373094",11,4.47381693529956,0.237981286611664,1,10,11,"tCRE",TRUE,TRUE,4.71179822191123,FALSE,""
"chr1_153794634_153795642",11,3.94611021068716,0.479552766562044,1,10,11,"aCRE",TRUE,TRUE,4.4256629772492,FALSE,""
"chr1_156125857_156126838",11,2.8373687413478,0.261955593204033,1,11,11,"tCRE",TRUE,TRUE,3.09932433455183,FALSE,""
"chr1_26999184_27001214",11,2.76872265575685,0.34841893015389,1,11,11,"aCRE",TRUE,TRUE,3.11714158591074,FALSE,""
"chr12_55746813_55747548",11,2.22455421719255,0.348193334953458,1,11,11,"aCRE",FALSE,TRUE,2.57274755214601,FALSE,""
"chr14_104876037_104876959",11,3.57709188679249,0.34227975593396,1,10,11,"aCRE",FALSE,TRUE,3.91937164272645,FALSE,""
"chr14_23024651_23025595",11,2.55709955368534,0.267328161398908,1,11,11,"aCRE",FALSE,TRUE,2.82442771508424,FALSE,""
"chr15_40787252_40788137",11,3.8716834549444,0.527477018854877,1,8,11,"aCRE",FALSE,TRUE,4.39916047379928,FALSE,""
"chr16_521227_522142",11,1.82898467726034,0.292802136000758,1,10,11,"aCRE",FALSE,TRUE,2.1217868132611,FALSE,""
"chr17_39177020_39177930",11,2.65926264802727,0.391724838529459,1,8,11,"aCRE",FALSE,TRUE,3.05098748655673,FALSE,""
"chr17_7355784_7356718",11,1.56806086296702,0.242344484030978,1,9,11,"aCRE",FALSE,TRUE,1.81040534699799,FALSE,""
"chr17_75549099_75550329",11,1.56234463797357,0.255481666306596,1,11,11,"aCRE",FALSE,TRUE,1.81782630428017,FALSE,""
"chr19_17868965_17869762",11,1.85208389725282,0.597569805862236,1,10,11,"aCRE",FALSE,TRUE,2.44965370311506,FALSE,""
"chr19_18698443_18699218",11,1.62476336222821,0.52522642481426,1,8,11,"aCRE",FALSE,TRUE,2.14998978704247,FALSE,""
"chr19_4179844_4180768",11,1.80819378489298,0.318937430660089,1,9,11,"aCRE",FALSE,TRUE,2.12713121555307,FALSE,""
"chr19_38062786_38063813",11,2.49485227048086,0.541180510708179,1,10,11,"aCRE",FALSE,TRUE,3.03603278118904,FALSE,""
"chr19_38527467_38528369",11,3.00299716178507,0.372846396070196,1,9,11,"aCRE",FALSE,TRUE,3.37584355785526,FALSE,""
"chr19_42162938_42163844",11,2.86852932319372,0.361526478323698,1,11,11,"aCRE",FALSE,TRUE,3.23005580151742,FALSE,""
"chr19_54011462_54012318",11,2.21889524538651,0.966378589162495,1,10,11,"tCRE",TRUE,TRUE,3.18527383454901,FALSE,""
"chr2_219513881_219514861",11,4.68590487309032,0.263560778903429,1,9,11,"aCRE,tCRE",TRUE,TRUE,4.94946565199374,FALSE,""
"chr20_46008158_46009313",11,3.35945850501078,0.76387203566058,1,9,11,"tCRE",TRUE,TRUE,4.12333054067136,FALSE,""
"chr22_50293158_50294058",11,2.57569523217318,0.286430891304751,1,11,11,"aCRE,tCRE",TRUE,TRUE,2.86212612347793,FALSE,""
"chr8_144759942_144760857",11,2.44090635351482,0.334926673766735,1,8,11,"aCRE",TRUE,TRUE,2.77583302728156,FALSE,""
"chr1_149966682_149967569",10,2.16116280236206,0.304117607993126,1,10,10,"aCRE",FALSE,TRUE,2.46528041035518,FALSE,""
"chr1_151709949_151710896",10,2.96938039911601,0.3409025685773,1,10,10,"aCRE",TRUE,TRUE,3.31028296769331,FALSE,""
"chr1_154462855_154463731",10,0.859820513785554,0.547831415003402,2,5,5,"aCRE",FALSE,TRUE,1.40765192878896,FALSE,""
"chr1_156181339_156182499",10,2.26408762269449,0.539636809425446,1,8,10,"aCRE",TRUE,TRUE,2.80372443211994,FALSE,""
"chr1_218380200_218381122",10,0.285560617398094,1.83262152230406,5,2,2,"aCRE",FALSE,TRUE,2.11818213970215,FALSE,""
"chr1_34917513_34918418",10,0.777862135941078,0.630142333099773,2,5,5,"aCRE",FALSE,TRUE,1.40800446904085,FALSE,""
"chr1_63189465_63190344",10,1.19645423308652,0.592528768351409,2,4,5,"aCRE",FALSE,TRUE,1.78898300143793,FALSE,""
"chr1_74536609_74537461",10,0.301080848550561,1.96201696066618,5,2,2,"tCRE",TRUE,TRUE,2.26309780921674,FALSE,""
"chr10_109933864_109935791",10,1.59266677081414,0.536075537082965,2,3,5,"aCRE",TRUE,TRUE,2.12874230789711,FALSE,""
"chr10_97479687_97480648",10,2.89311137532936,0.800707555167318,1,8,10,"aCRE",FALSE,TRUE,3.69381893049668,FALSE,""
"chr11_120057732_120058633",10,0.787035354884465,0.818873601898883,2,3,5,"aCRE",TRUE,TRUE,1.60590895678335,FALSE,""
"chr11_47464210_47465117",10,2.96660839085516,0.281203463723904,1,10,10,"aCRE",FALSE,TRUE,3.24781185457907,FALSE,""
"chr11_57781260_57782124",10,0.691321130089714,0.632248297565793,2,4,5,"aCRE",TRUE,TRUE,1.32356942765551,FALSE,""
"chr11_61067546_61068445",10,0.75579877723517,0.555027575843957,2,5,5,"aCRE",TRUE,TRUE,1.31082635307913,FALSE,""
"chr11_62561601_62562367",10,1.58731806952814,0.412925647216483,1,8,10,"aCRE",FALSE,TRUE,2.00024371674462,FALSE,""
"chr11_62551492_62552386",10,1.52199366037905,0.242192409683427,1,9,10,"aCRE",TRUE,TRUE,1.76418607006248,FALSE,""
"chr11_65169081_65170611",10,1.94774755927146,0.837013601364241,1,8,10,"aCRE,tCRE",TRUE,TRUE,2.7847611606357,FALSE,""
"chr12_120234547_120235417",10,1.75250826550158,0.886411285190311,2,5,5,"aCRE",TRUE,TRUE,2.63891955069189,FALSE,""
"chr13_28429493_28430488",10,1.20092824323488,0.645797079730431,2,5,5,"aCRE",TRUE,TRUE,1.84672532296531,FALSE,""
"chr14_103762574_103763575",10,0.820330917602494,0.769315802982492,2,5,5,"aCRE",TRUE,TRUE,1.58964672058499,FALSE,""
"chr14_22996794_22997689",10,1.31516198048705,1.09789318367421,2,5,5,"tCRE",TRUE,TRUE,2.41305516416126,FALSE,""
"chr14_24202347_24203208",10,1.15436506553047,0.582680824186851,2,5,5,"aCRE",TRUE,TRUE,1.73704588971732,FALSE,""
"chr14_69183506_69184442",10,0.695897506760023,0.622306151355817,2,5,5,"aCRE",FALSE,TRUE,1.31820365811584,FALSE,""
"chr15_78680564_78682358",10,1.47268612182881,0.577324718547487,2,5,5,"aCRE",TRUE,TRUE,2.05001084037629,FALSE,""
"chr16_29691594_29692474",10,1.83729672608451,0.441262836997803,1,9,10,"aCRE",FALSE,TRUE,2.27855956308231,FALSE,""
"chr16_30740095_30740943",10,2.11896755897298,0.405502646801158,1,9,10,"aCRE,tCRE",TRUE,TRUE,2.52447020577414,FALSE,""
"chr16_4706573_4707489",10,3.19189046810183,0.289305027776,1,10,10,"aCRE",FALSE,TRUE,3.48119549587783,FALSE,""
"chr16_4942969_4943923",10,0.665110852725332,1.86563298376201,5,2,2,"aCRE",TRUE,TRUE,2.53074383648734,FALSE,""
"chr16_67399102_67400027",10,1.53678894617083,0.303898545933849,1,9,10,"aCRE",TRUE,TRUE,1.84068749210468,FALSE,""
"chr16_8920224_8921176",10,0.443298508491559,1.66285477861785,5,2,2,"aCRE",FALSE,TRUE,2.10615328710941,FALSE,""
"chr17_10060974_10061852",10,0.360344558133628,2.49900089055105,5,2,2,"aCRE",FALSE,TRUE,2.85934544868468,FALSE,""
"chr17_29042324_29043352",10,4.19499412574842,1.1696714493245,1,7,10,"aCRE,tCRE",TRUE,TRUE,5.36466557507292,FALSE,""
"chr17_38440777_38441748",10,0.926837617161783,0.606573696026511,2,3,5,"aCRE",TRUE,TRUE,1.53341131318829,FALSE,""
"chr17_44375695_44376681",10,2.48821715090712,0.272153570383068,1,10,10,"tCRE",TRUE,TRUE,2.76037072129019,FALSE,""
"chr17_49035532_49036538",10,1.92138726201101,0.352941931943455,1,8,10,"aCRE",FALSE,TRUE,2.27432919395447,FALSE,""
"chr17_82205452_82206497",10,1.92255075459145,0.288280631721769,1,10,10,"aCRE",TRUE,TRUE,2.21083138631321,FALSE,""
"chr18_12336091_12336941",10,1.3121184639993,0.540776260947056,2,5,5,"aCRE",TRUE,TRUE,1.85289472494635,FALSE,""
"chr19_13082295_13083358",10,2.93801602367787,0.304223414124393,1,8,10,"aCRE",FALSE,TRUE,3.24223943780227,FALSE,""
"chr19_19134423_19135388",10,2.09144571925578,0.284789139930677,1,5,10,"aCRE",FALSE,TRUE,2.37623485918645,FALSE,""
"chr19_42150299_42151514",10,2.48205247782135,0.264204679061811,1,9,10,"aCRE",TRUE,TRUE,2.74625715688316,FALSE,""
"chr19_46674499_46675413",10,1.81367743020379,0.253673358217258,1,5,10,"aCRE",FALSE,TRUE,2.06735078842105,FALSE,""
"chr19_46677864_46678800",10,2.11038031339918,0.365935927029678,1,7,10,"aCRE",FALSE,TRUE,2.47631624042886,FALSE,""
"chr19_48754970_48755885",10,1.57618288092789,0.510414826075605,1,10,10,"aCRE,tCRE",TRUE,TRUE,2.0865977070035,FALSE,""
"chr19_55300580_55301399",10,3.97399081209078,0.355684410072853,1,9,10,"aCRE,tCRE",TRUE,TRUE,4.32967522216363,FALSE,""
"chr2_119792537_119793516",10,1.02598904595756,0.525718968808873,2,5,5,"aCRE,tCRE",TRUE,TRUE,1.55170801476643,FALSE,""
"chr2_16123103_16123984",10,0.255487714225357,1.61429469183348,5,2,2,"aCRE",FALSE,TRUE,1.86978240605883,FALSE,""
"chr2_232259792_232260706",10,0.942163392358608,0.551038423212144,2,5,5,"aCRE",FALSE,TRUE,1.49320181557075,FALSE,""
"chr2_27077990_27079115",10,0.771030014691821,0.78154438341756,2,5,5,"aCRE,tCRE",TRUE,TRUE,1.55257439810938,FALSE,""
"chr2_72963088_72964076",10,2.28168897379278,0.475795282445137,1,8,10,"aCRE",FALSE,TRUE,2.75748425623792,FALSE,""
"chr20_733613_734646",10,2.72563332958425,0.518193493758098,1,9,10,"aCRE",FALSE,TRUE,3.24382682334235,FALSE,""
"chr20_35972185_35973092",10,0.746996592920745,0.521380049394431,2,5,5,"aCRE",FALSE,TRUE,1.26837664231518,FALSE,""
"chr21_44958371_44959318",10,1.2307246513267,0.483089351321926,2,4,5,"aCRE,tCRE",TRUE,TRUE,1.71381400264863,FALSE,""
"chr3_120425607_120426605",10,0.287048465569417,2.33065037047272,5,2,2,"aCRE",FALSE,TRUE,2.61769883604214,FALSE,""
"chr3_147341452_147342362",10,0.914026311144997,0.533336384822397,2,4,5,"aCRE",FALSE,TRUE,1.44736269596739,FALSE,""
"chr3_48851118_48852028",10,0.889364269400601,0.73211698169224,2,5,5,"aCRE",FALSE,TRUE,1.62148125109284,FALSE,""
"chr3_50267115_50268060",10,3.15156360523536,0.560170316349465,1,10,10,"aCRE,tCRE",TRUE,TRUE,3.71173392158483,FALSE,""
"chr4_112651977_112652885",10,1.58419714127066,1.5244430119601,2,4,5,"aCRE,tCRE",TRUE,TRUE,3.10864015323076,FALSE,""
"chr4_146847024_146848086",10,0.876811597436976,0.558144594843513,2,4,5,"aCRE,tCRE",TRUE,TRUE,1.43495619228049,FALSE,""
"chr4_25993284_25994324",10,1.81575977269944,0.532720841189056,2,5,5,"aCRE",TRUE,TRUE,2.3484806138885,FALSE,""
"chr4_4555706_4556662",10,1.08157673609491,0.622162685065223,2,5,5,"aCRE",FALSE,TRUE,1.70373942116014,FALSE,""
"chr4_4761102_4762149",10,1.02239562181542,0.915665665663511,2,5,5,"aCRE,tCRE",TRUE,TRUE,1.93806128747893,FALSE,""
"chr5_139523798_139525246",10,0.958393587683669,0.637882784997569,2,5,5,"aCRE",FALSE,TRUE,1.59627637268124,FALSE,""
"chr5_141674499_141675413",10,2.11075891274774,0.674260846297865,1,10,10,"aCRE",TRUE,TRUE,2.7850197590456,FALSE,""
"chr5_43584771_43585671",10,0.985073687173936,0.521970589125157,2,5,5,"aCRE",FALSE,TRUE,1.50704427629909,FALSE,""
"chr5_69265672_69266592",10,1.6376501065723,0.610261338198046,2,5,5,"aCRE",FALSE,TRUE,2.24791144477034,FALSE,""
"chr7_26789507_26790420",10,2.636495677795,0.461706546695646,1,9,10,"aCRE",FALSE,TRUE,3.09820222449064,FALSE,""
"chr7_4994690_4995595",10,0.807323693957702,0.562150293447254,2,5,5,"aCRE",FALSE,TRUE,1.36947398740496,FALSE,""
"chr8_123232124_123233025",10,0.434665197673802,1.91756277789925,5,2,2,"aCRE",FALSE,TRUE,2.35222797557306,FALSE,""
"chr8_38530290_38531508",10,1.58117702363635,0.524190874256902,2,5,5,"aCRE",TRUE,TRUE,2.10536789789325,FALSE,""
"chr8_64359580_64360494",10,1.24955793794938,0.649767320369397,2,4,5,"aCRE",TRUE,TRUE,1.89932525831878,FALSE,""
"chr9_124760502_124762000",10,2.42224928435207,0.654019379608573,1,8,10,"aCRE",FALSE,TRUE,3.07626866396065,FALSE,""
"chr9_127264324_127265322",10,1.08606360755974,0.506783386848117,2,5,5,"tCRE",TRUE,TRUE,1.59284699440785,FALSE,""
"chr9_128887638_128888530",10,2.29539319762559,0.244129808486808,1,10,10,"aCRE",FALSE,TRUE,2.5395230061124,FALSE,""
"chr9_137492273_137493187",10,2.75039009855648,0.384913393131409,1,9,10,"aCRE",FALSE,TRUE,3.13530349168789,FALSE,""
"chr9_71895164_71896060",10,0.235663526850371,1.6956745573851,5,2,2,"aCRE",FALSE,TRUE,1.93133808423547,FALSE,""
"chr1_150980992_150981839",9,1.71974219876971,0.333012808566024,1,9,9,"aCRE",TRUE,TRUE,2.05275500733574,FALSE,""
"chr1_20588653_20591064",9,0.611588367303161,0.775123339099842,3,2,3,"aCRE,tCRE",TRUE,TRUE,1.386711706403,FALSE,""
"chr1_228540148_228541139",9,1.79595482338259,0.561037937917564,1,9,9,"aCRE",FALSE,TRUE,2.35699276130015,FALSE,""
"chr1_27049323_27050308",9,2.00336230984856,0.62969756697308,1,9,9,"aCRE",FALSE,TRUE,2.63305987682164,FALSE,""
"chr1_29164312_29165222",9,1.99501025207404,0.486751265325499,1,6,9,"aCRE",FALSE,TRUE,2.48176151739954,FALSE,""
"chr1_31575942_31576889",9,1.65663484673787,0.999518958766938,1,7,9,"aCRE,tCRE",TRUE,TRUE,2.65615380550481,FALSE,""
"chr1_40058924_40059824",9,1.56894765691572,0.542047556217768,1,8,9,"aCRE",FALSE,TRUE,2.11099521313349,FALSE,""
"chr1_6276047_6276955",9,1.77971504474607,0.313552222829997,1,7,9,"aCRE",TRUE,TRUE,2.09326726757607,FALSE,""
"chr1_6064869_6065772",9,0.709758236475963,1.03235225732358,3,3,3,"aCRE",TRUE,TRUE,1.74211049379954,FALSE,""
"chr10_101643036_101644726",9,2.83724788477949,0.315641870335069,1,7,9,"aCRE",TRUE,TRUE,3.15288975511455,FALSE,""
"chr11_115716581_115717485",9,0.731983070542836,1.21669332934105,3,3,3,"aCRE",FALSE,TRUE,1.94867639988388,FALSE,""
"chr11_118744177_118745058",9,1.36619068443972,0.244079273916763,1,8,9,"aCRE",FALSE,TRUE,1.61026995835648,FALSE,""
"chr11_119195438_119196297",9,1.36195058352388,0.540158788215484,1,9,9,"aCRE,tCRE",TRUE,TRUE,1.90210937173936,FALSE,""
"chr11_613244_614144",9,1.60802234640641,0.394791612619553,1,7,9,"aCRE,tCRE",TRUE,TRUE,2.00281395902596,FALSE,""
"chr11_626571_627533",9,2.00299414784272,0.468868499332696,1,8,9,"tCRE",TRUE,TRUE,2.47186264717542,FALSE,""
"chr11_63888081_63889104",9,1.89407281354885,0.346218505851604,1,7,9,"aCRE,tCRE",TRUE,TRUE,2.24029131940046,FALSE,""
"chr11_66868442_66869357",9,1.78852530316441,0.409888291605886,1,8,9,"aCRE",FALSE,TRUE,2.1984135947703,FALSE,""
"chr11_995306_996382",9,1.98805303641936,0.24758188758402,1,9,9,"aCRE",FALSE,TRUE,2.23563492400338,FALSE,""
"chr12_104963892_104964831",9,0.115473618671128,4.68857979688215,9,1,1,"aCRE",TRUE,TRUE,4.80405341555328,FALSE,""
"chr12_48142689_48143552",9,1.73149530990044,0.602636692392331,1,8,9,"aCRE",TRUE,TRUE,2.33413200229277,FALSE,""
"chr12_54182653_54183638",9,2.14910468852141,0.448210756726005,1,8,9,"aCRE",FALSE,TRUE,2.59731544524742,FALSE,""
"chr12_57261158_57262210",9,2.00916878087954,0.263978045523729,1,8,9,"aCRE",FALSE,TRUE,2.27314682640327,FALSE,""
"chr13_48521289_48522226",9,0.506212103184041,1.04629288870678,3,3,3,"aCRE",FALSE,TRUE,1.55250499189082,FALSE,""
"chr14_23583995_23584931",9,2.50245240228119,0.308212730237285,1,9,9,"tCRE",TRUE,TRUE,2.81066513251848,FALSE,""
"chr14_56846852_56847769",9,2.66849624152781,0.680654391088677,1,6,9,"aCRE",TRUE,TRUE,3.34915063261649,FALSE,""
"chr16_1909465_1910338",9,0.508734785038809,1.25776585937028,3,3,3,"aCRE",FALSE,TRUE,1.76650064440909,FALSE,""
"chr16_2386734_2387638",9,2.33864125739358,0.517548750344699,1,9,9,"aCRE",FALSE,TRUE,2.85619000773828,FALSE,""
"chr17_29368655_29369447",9,0.631863983830046,1.0386849545442,3,3,3,"aCRE",FALSE,TRUE,1.67054893837425,FALSE,""
"chr17_38718316_38719238",9,1.18584508885889,0.329067461286968,1,7,9,"aCRE",FALSE,TRUE,1.51491255014586,FALSE,""
"chr17_40313518_40314365",9,0.116281982616174,5.79177779199842,9,1,1,"aCRE",FALSE,TRUE,5.9080597746146,FALSE,""
"chr18_5540088_5541131",9,1.21682464663561,1.14825547740957,3,2,3,"tCRE",TRUE,TRUE,2.36508012404518,FALSE,""
"chr18_379390_380387",9,0.931079766178768,0.814988190778722,3,3,3,"tCRE",TRUE,TRUE,1.74606795695749,FALSE,""
"chr19_13623780_13624816",9,0.390935429252102,0.917438287612425,3,3,3,"aCRE,tCRE",TRUE,TRUE,1.30837371686453,FALSE,""
"chr19_17414856_17415712",9,1.34879123427134,0.574825575749973,1,8,9,"aCRE",FALSE,TRUE,1.92361681002131,FALSE,""
"chr19_4571256_4572264",9,0.970505259839551,0.907688407674035,3,3,3,"aCRE",FALSE,TRUE,1.87819366751359,FALSE,""
"chr19_4632999_4634028",9,0.577514956184786,1.01364622313527,3,3,3,"aCRE",TRUE,TRUE,1.59116117932005,FALSE,""
"chr19_43624664_43625549",9,2.6775223129595,0.514719404434992,1,9,9,"aCRE",FALSE,TRUE,3.19224171739449,FALSE,""
"chr19_45501144_45502081",9,1.61730064010268,0.356463947960633,1,7,9,"aCRE",FALSE,TRUE,1.97376458806332,FALSE,""
"chr19_48354274_48355157",9,2.47225016211633,0.30032626492304,1,7,9,"aCRE",TRUE,TRUE,2.77257642703937,FALSE,""
"chr19_49765115_49765769",9,1.3272944549285,0.269840272526933,1,9,9,"aCRE",FALSE,TRUE,1.59713472745543,FALSE,""
"chr19_50591345_50592232",9,1.61877292930883,0.637428737308784,1,8,9,"aCRE",FALSE,TRUE,2.25620166661761,FALSE,""
"chr19_51333627_51334535",9,2.5018139473081,0.551789800376855,1,7,9,"aCRE,tCRE",TRUE,TRUE,3.05360374768496,FALSE,""
"chr19_53594887_53595806",9,2.78355526773206,0.507350179708865,1,7,9,"aCRE",TRUE,TRUE,3.29090544744093,FALSE,""
"chr19_54016993_54017894",9,1.49163213159772,0.418804527309884,1,8,9,"aCRE",FALSE,TRUE,1.9104366589076,FALSE,""
"chr19_5908480_5909369",9,0.478009246411238,1.42030746092082,3,3,3,"aCRE",FALSE,TRUE,1.89831670733205,FALSE,""
"chr19_6066394_6067358",9,0.527992464308491,0.992466324885269,3,3,3,"aCRE",TRUE,TRUE,1.52045878919376,FALSE,""
"chr19_7721949_7722877",9,2.53410346547423,0.283955693617525,1,8,9,"aCRE",FALSE,TRUE,2.81805915909175,FALSE,""
"chr19_8203460_8204446",9,1.57348814683008,0.347349833197918,1,8,9,"aCRE",TRUE,TRUE,1.920837980028,FALSE,""
"chr2_172066165_172067078",9,0.594144719768379,1.16744341632827,3,3,3,"aCRE",FALSE,TRUE,1.76158813609664,FALSE,""
"chr2_181632706_181633540",9,1.11659199298004,1.1749494520703,3,3,3,"aCRE,tCRE",TRUE,TRUE,2.29154144505034,FALSE,""
"chr2_209785592_209786473",9,0.92494539607941,1.22323006304571,3,2,3,"aCRE",FALSE,TRUE,2.14817545912512,FALSE,""
"chr2_216540656_216541552",9,0.372944501645376,0.849417140839067,3,3,3,"aCRE",FALSE,TRUE,1.22236164248444,FALSE,""
"chr2_74647729_74648646",9,2.79710290629454,0.291793721108692,1,8,9,"aCRE,tCRE",TRUE,TRUE,3.08889662740323,FALSE,""
"chr20_25319966_25320836",9,1.06298250823348,1.17103615290312,3,3,3,"aCRE,tCRE",TRUE,TRUE,2.2340186611366,FALSE,""
"chr20_32089628_32090542",9,2.45735875207317,0.550153154151875,1,8,9,"aCRE",FALSE,TRUE,3.00751190622505,FALSE,""
"chr3_121893885_121895087",9,1.14907436003288,1.13912545157501,3,3,3,"aCRE,tCRE",TRUE,TRUE,2.28819981160789,FALSE,""
"chr3_49805312_49806654",9,1.01845785574636,0.98677755550148,3,3,3,"aCRE",TRUE,TRUE,2.00523541124784,FALSE,""
"chr3_50302851_50304070",9,1.69649949224128,0.275425456018872,1,8,9,"aCRE,tCRE",TRUE,TRUE,1.97192494826015,FALSE,""
"chr4_94115341_94116208",9,1.08548040559171,0.922116764525939,3,2,3,"aCRE",FALSE,TRUE,2.00759717011765,FALSE,""
"chr6_36958930_36959828",9,1.97080421805199,0.545195879425153,1,8,9,"aCRE",TRUE,TRUE,2.51600009747714,FALSE,""
"chr6_43089572_43090934",9,1.95771685363402,0.322546156105089,1,9,9,"aCRE",FALSE,TRUE,2.28026300973911,FALSE,""
"chr7_102912495_102913503",9,0.655091008972646,0.905986397703746,3,3,3,"aCRE,tCRE",TRUE,TRUE,1.56107740667639,FALSE,""
"chr7_26655518_26656502",9,2.32146044220615,0.406384320743579,1,7,9,"aCRE",FALSE,TRUE,2.72784476294973,FALSE,""
"chr7_94249846_94250698",9,0.750967710284911,1.65147871694612,3,3,3,"aCRE",FALSE,TRUE,2.40244642723103,FALSE,""
"chr8_144484028_144484929",9,1.63489241828163,0.447638164610777,1,8,9,"aCRE",FALSE,TRUE,2.08253058289241,FALSE,""
"chr8_28004395_28005743",9,0.905269631441951,1.33531890161127,3,3,3,"aCRE",FALSE,TRUE,2.24058853305322,FALSE,""
"chr9_71052010_71052907",9,0.63433478556554,1.27229898143181,3,3,3,"aCRE",FALSE,TRUE,1.90663376699735,FALSE,""
"chrX_49111544_49112445",9,0.5079976659699,1.05298411746942,3,3,3,"aCRE",FALSE,TRUE,1.56098178343932,FALSE,""
"chr1_10317860_10318748",8,0.708519967202463,0.691522590334554,2,4,4,"aCRE",FALSE,TRUE,1.40004255753702,FALSE,""
"chr1_111955914_111956825",8,1.40213021520465,0.754302387239439,2,4,4,"aCRE",FALSE,TRUE,2.15643260244409,FALSE,""
"chr1_154786511_154787420",8,0.52899950563279,0.559167266573047,2,4,4,"aCRE",FALSE,TRUE,1.08816677220584,FALSE,""
"chr1_155224395_155225301",8,1.29681365492514,0.305266258033459,1,8,8,"aCRE",FALSE,TRUE,1.6020799129586,FALSE,""
"chr1_156503012_156503888",8,1.55203688103379,0.248290571074215,1,8,8,"aCRE",TRUE,TRUE,1.80032745210801,FALSE,""
"chr1_1905956_1906865",8,1.7561050056055,0.28395104227518,1,7,8,"aCRE",FALSE,TRUE,2.04005604788068,FALSE,""
"chr1_17006848_17007755",8,0.745623101300061,0.629700707437814,2,4,4,"aCRE",FALSE,TRUE,1.37532380873788,FALSE,""
"chr1_199298648_199299465",8,0.455122028227942,1.52499666987904,4,2,2,"aCRE",FALSE,TRUE,1.98011869810698,FALSE,""
"chr1_202105389_202106423",8,0.632293041195806,0.55777324468006,2,4,4,"aCRE",TRUE,TRUE,1.19006628587587,FALSE,""
"chr1_205447148_205447907",8,2.06172982395141,0.385364300453287,1,7,8,"aCRE",FALSE,TRUE,2.4470941244047,FALSE,""
"chr1_211398267_211399182",8,0.675173246609867,0.944899524447728,2,4,4,"aCRE,tCRE",TRUE,TRUE,1.62007277105759,FALSE,""
"chr1_226706476_226707292",8,0.338321067322592,2.2679234708515,4,2,2,"aCRE",FALSE,TRUE,2.60624453817409,FALSE,""
"chr1_26190114_26191054",8,1.41236996560334,0.487116313123841,1,7,8,"aCRE",TRUE,TRUE,1.89948627872718,FALSE,""
"chr1_31375897_31377413",8,1.02048245201362,0.549212820342575,2,4,4,"aCRE",TRUE,TRUE,1.5696952723562,FALSE,""
"chr1_38489426_38490464",8,1.02971286238573,0.635941700825148,2,3,4,"aCRE",FALSE,TRUE,1.66565456321088,FALSE,""
"chr1_39877731_39878648",8,1.91341561631939,0.620670973165457,1,3,8,"aCRE",FALSE,TRUE,2.53408658948485,FALSE,""
"chr1_43660146_43660965",8,1.90460560798287,0.610212099060656,1,8,8,"aCRE",FALSE,TRUE,2.51481770704352,FALSE,""
"chr1_6465744_6466639",8,2.26161370452171,0.43690159635292,1,8,8,"aCRE,tCRE",TRUE,TRUE,2.69851530087463,FALSE,""
