"enhancer","TF","promoter","promoter_measurement_type","tf_prom_id","new_route","gene"
"chr11_62908712_62909909","NFYB","chr11_62925268_62926027","aCRE","NFYB__chr11_62925268_62926027",TRUE,NA
"chr11_62908712_62909909","NFYB","chr11_62851084_62852009","aCRE","NFYB__chr11_62851084_62852009",TRUE,NA
"chr11_62908712_62909909","NFYB","chr11_62791559_62792478","tCRE","NFYB__chr11_62791559_62792478",TRUE,"TMEM223"
"chr11_62908712_62909909","NFYB","chr11_62705859_62706715","tCRE","NFYB__chr11_62705859_62706715",TRUE,"BSCL2"
"chr11_62908712_62909909","NFYB","chr11_62707130_62707995","tCRE","NFYB__chr11_62707130_62707995",TRUE,"GNG3"
"chr11_62908712_62909909","NFYB","chr11_62707130_62707995","aCRE","NFYB__chr11_62707130_62707995",TRUE,"GNG3"
"chr11_62908712_62909909","NFYB","chr11_62923047_62923456","aCRE","NFYB__chr11_62923047_62923456",TRUE,NA
"chr11_62908712_62909909","NFYB","chr11_62858353_62859281","aCRE","NFYB__chr11_62858353_62859281",TRUE,"ONTG11000000757.1"
"chr11_62908712_62909909","NFYB","chr11_62839074_62840001","tCRE","NFYB__chr11_62839074_62840001",TRUE,"WDR74"
"chr11_62908712_62909909","NFYB","chr11_62855566_62856492","tCRE","NFYB__chr11_62855566_62856492",TRUE,"SNHG1"
"chr11_62908712_62909909","NFYB","chr11_62761061_62761972","tCRE","NFYB__chr11_62761061_62761972",TRUE,"POLR2G"
"chr11_62908712_62909909","NFYB","chr11_62757654_62758562","tCRE","NFYB__chr11_62757654_62758562",TRUE,NA
"chr11_62908712_62909909","NFYB","chr11_62770976_62771944","tCRE","NFYB__chr11_62770976_62771944",TRUE,"TAF6L"
"chr11_6323086_6324348","POU5F1","chr11_6319049_6320699","tCRE","POU5F1__chr11_6319049_6320699",FALSE,"CAVIN3"
"chr11_6323086_6324348","POU5F1","chr11_6259050_6260159","tCRE","POU5F1__chr11_6259050_6260159",FALSE,"CCKBR"
"chr11_63888081_63889104","SP8","chr11_64225744_64226685","tCRE","SP8__chr11_64225744_64226685",FALSE,"NUDT22"
"chr11_63888081_63889104","ETV4","chr11_64225744_64226685","tCRE","ETV4__chr11_64225744_64226685",TRUE,"NUDT22"
"chr11_6404994_6405846","PBX3","chr11_6418629_6419596","tCRE","PBX3__chr11_6418629_6419596",TRUE,"APBB1"
"chr11_6404994_6405846","PBX3","chr11_6611891_6612808","tCRE","PBX3__chr11_6611891_6612808",TRUE,"TAF10"
"chr11_6404994_6405846","PBX3","chr11_6473492_6474496","tCRE","PBX3__chr11_6473492_6474496",TRUE,"TRIM3"
"chr11_6404994_6405846","PBX3","chr11_6682969_6683860","tCRE","PBX3__chr11_6682969_6683860",TRUE,"MRPL17"
"chr11_64620426_64621334","MAFB","chr11_64165754_64166869","tCRE","MAFB__chr11_64165754_64166869",TRUE,"MACROD1"
"chr11_64620426_64621334","MAFB","chr11_64284257_64285170","tCRE","MAFB__chr11_64284257_64285170",TRUE,"BAD"
"chr11_64620426_64621334","MAFB","chr11_64358726_64359631","tCRE","MAFB__chr11_64358726_64359631",TRUE,"RPS6KA4"
"chr11_64620426_64621334","MAFB","chr11_64340498_64341419","aCRE","MAFB__chr11_64340498_64341419",TRUE,"ONTG11000001723.1"
"chr11_64620426_64621334","HOXA3","chr11_64165754_64166869","tCRE","HOXA3__chr11_64165754_64166869",TRUE,"MACROD1"
"chr11_64620426_64621334","HOXA3","chr11_64284257_64285170","tCRE","HOXA3__chr11_64284257_64285170",TRUE,"BAD"
"chr11_64620426_64621334","HOXA3","chr11_64358726_64359631","tCRE","HOXA3__chr11_64358726_64359631",TRUE,"RPS6KA4"
"chr11_64620426_64621334","HOXA3","chr11_64340498_64341419","aCRE","HOXA3__chr11_64340498_64341419",TRUE,"ONTG11000001723.1"
"chr11_64729601_64730521","SP8","chr11_64284257_64285170","tCRE","SP8__chr11_64284257_64285170",FALSE,"BAD"
"chr11_64729601_64730521","SP8","chr11_64246772_64247613","tCRE","SP8__chr11_64246772_64247613",FALSE,"PPP1R14B-AS1"
"chr11_64729601_64730521","SP8","chr11_64250980_64251943","tCRE","SP8__chr11_64250980_64251943",FALSE,"PLCB3"
"chr11_64729601_64730521","SP8","chr11_64340498_64341419","aCRE","SP8__chr11_64340498_64341419",FALSE,"ONTG11000001723.1"
"chr11_64729601_64730521","SP8","chr11_64743448_64743983","aCRE","SP8__chr11_64743448_64743983",FALSE,"RASGRP2"
"chr11_64729601_64730521","SP8","chr11_64710975_64711873","aCRE","SP8__chr11_64710975_64711873",FALSE,NA
"chr11_64729601_64730521","SP8","chr11_64742439_64743364","tCRE","SP8__chr11_64742439_64743364",FALSE,"RASGRP2"
"chr11_64729601_64730521","SP8","chr11_64778403_64779354","tCRE","SP8__chr11_64778403_64779354",FALSE,"SF1"
"chr11_64729601_64730521","SP8","chr11_64249280_64250123","tCRE","SP8__chr11_64249280_64250123",FALSE,"ENSG00000257086.1"
"chr11_64759598_64760503","MEF2C","chr11_64358726_64359631","tCRE","MEF2C__chr11_64358726_64359631",TRUE,"RPS6KA4"
"chr11_64759598_64760503","MEF2C","chr11_64876643_64877522","aCRE","MEF2C__chr11_64876643_64877522",TRUE,"ONTG11000001562.1"
"chr11_64759598_64760503","MEF2C","chr11_65121796_65122705","tCRE","MEF2C__chr11_65121796_65122705",TRUE,"FAU"
"chr11_64759598_64760503","MEF2C","chr11_64878247_64879167","tCRE","MEF2C__chr11_64878247_64879167",TRUE,"EHD1"
"chr11_64759598_64760503","MEF2C","chr11_64629838_64630734","aCRE","MEF2C__chr11_64629838_64630734",TRUE,NA
"chr11_64759598_64760503","MEF2C","chr11_64802989_64803865","tCRE","MEF2C__chr11_64802989_64803865",TRUE,"MAP4K2"
"chr11_64759598_64760503","GLIS3","chr11_64358726_64359631","tCRE","GLIS3__chr11_64358726_64359631",TRUE,"RPS6KA4"
"chr11_64759598_64760503","GLIS3","chr11_64876643_64877522","aCRE","GLIS3__chr11_64876643_64877522",TRUE,"ONTG11000001562.1"
"chr11_64759598_64760503","GLIS3","chr11_65121796_65122705","tCRE","GLIS3__chr11_65121796_65122705",FALSE,"FAU"
"chr11_64759598_64760503","GLIS3","chr11_64878247_64879167","tCRE","GLIS3__chr11_64878247_64879167",TRUE,"EHD1"
"chr11_64759598_64760503","GLIS3","chr11_64629838_64630734","aCRE","GLIS3__chr11_64629838_64630734",TRUE,NA
"chr11_64759598_64760503","GLIS3","chr11_64802989_64803865","tCRE","GLIS3__chr11_64802989_64803865",TRUE,"MAP4K2"
"chr11_64935301_64936436","SP8","chr11_64629838_64630734","aCRE","SP8__chr11_64629838_64630734",FALSE,NA
"chr11_64935301_64936436","SP8","chr11_64878247_64879167","tCRE","SP8__chr11_64878247_64879167",FALSE,"EHD1"
"chr11_64935301_64936436","SP8","chr11_65027126_65028067","tCRE","SP8__chr11_65027126_65028067",TRUE,"SNX15"
"chr11_64935301_64936436","SP8","chr11_64778403_64779354","tCRE","SP8__chr11_64778403_64779354",FALSE,"SF1"
"chr11_64935301_64936436","SP8","chr11_65013517_65014499","tCRE","SP8__chr11_65013517_65014499",TRUE,"ARL2"
"chr11_64935301_64936436","SP8","chr11_64743448_64743983","aCRE","SP8__chr11_64743448_64743983",FALSE,"RASGRP2"
"chr11_64935301_64936436","SP8","chr11_64742439_64743364","tCRE","SP8__chr11_64742439_64743364",FALSE,"RASGRP2"
"chr11_65066566_65067544","SP8","chr11_65524659_65525578","tCRE","SP8__chr11_65524659_65525578",FALSE,"SCYL1"
"chr11_65066566_65067544","SP8","chr11_64844059_64845220","aCRE","SP8__chr11_64844059_64845220",FALSE,"ONTG11000001559.1"
"chr11_65066566_65067544","SP8","chr11_65013517_65014499","tCRE","SP8__chr11_65013517_65014499",TRUE,"ARL2"
"chr11_65169081_65170611","SP8","chr11_65422011_65422863","tCRE","SP8__chr11_65422011_65422863",FALSE,"NEAT1"
"chr11_65169081_65170611","SP8","chr11_65497122_65498053","tCRE","SP8__chr11_65497122_65498053",FALSE,"MALAT1"
"chr11_65169081_65170611","SP8","chr11_65553129_65554163","aCRE","SP8__chr11_65553129_65554163",FALSE,"LTBP3"
"chr11_65169081_65170611","SP8","chr11_65524659_65525578","tCRE","SP8__chr11_65524659_65525578",FALSE,"SCYL1"
"chr11_65169081_65170611","SP8","chr11_65459243_65460157","aCRE","SP8__chr11_65459243_65460157",FALSE,NA
"chr11_65169081_65170611","SP8","chr11_65027126_65028067","tCRE","SP8__chr11_65027126_65028067",TRUE,"SNX15"
"chr11_65169081_65170611","SP8","chr11_65183929_65184781","aCRE","SP8__chr11_65183929_65184781",FALSE,"ONTG11000001568.1"
"chr11_65169081_65170611","SP8","chr11_65538762_65539463","aCRE","SP8__chr11_65538762_65539463",FALSE,NA
"chr11_65641723_65642638","NR2F6","chr11_66001925_66002823","tCRE","NR2F6__chr11_66001925_66002823",TRUE,"BANF1"
"chr11_65641723_65642638","NR2F6","chr11_65569855_65570770","tCRE","NR2F6__chr11_65569855_65570770",TRUE,"ZNRD2"
"chr11_65641723_65642638","NR2F6","chr11_65787825_65788794","aCRE","NR2F6__chr11_65787825_65788794",TRUE,"ONTG11000000818.1"
"chr11_65641723_65642638","NR2F6","chr11_65550626_65551491","aCRE","NR2F6__chr11_65550626_65551491",TRUE,NA
"chr11_65641723_65642638","NR2F6","chr11_65646767_65647691","tCRE","NR2F6__chr11_65646767_65647691",TRUE,"SIPA1"
"chr11_65641723_65642638","NR2F6","chr11_65857795_65858644","tCRE","NR2F6__chr11_65857795_65858644",TRUE,"CFL1"
"chr11_65641723_65642638","NR2F6","chr11_65571954_65573011","tCRE","NR2F6__chr11_65571954_65573011",TRUE,"FAM89B"
"chr11_65641723_65642638","NR2F6","chr11_65860192_65860969","tCRE","NR2F6__chr11_65860192_65860969",TRUE,"MUS81"
"chr11_65641723_65642638","NR2F6","chr11_65662658_65663550","tCRE","NR2F6__chr11_65662658_65663550",TRUE,"RELA-DT"
"chr11_65641723_65642638","NR2F6","chr11_65606728_65607675","aCRE","NR2F6__chr11_65606728_65607675",TRUE,"MAP3K11"
"chr11_65641723_65642638","NR2F6","chr11_65786018_65787178","aCRE","NR2F6__chr11_65786018_65787178",TRUE,"OVOL1"
"chr11_65641723_65642638","NR2F6","chr11_65711960_65712787","tCRE","NR2F6__chr11_65711960_65712787",TRUE,"KAT5"
"chr11_65641723_65642638","NR2F6","chr11_65487258_65488252","aCRE","NR2F6__chr11_65487258_65488252",TRUE,"LINC02736"
"chr11_65641723_65642638","NR2F6","chr11_65856650_65857429","tCRE","NR2F6__chr11_65856650_65857429",TRUE,"CFL1"
"chr11_65641723_65642638","NR2F6","chr11_65646767_65647691","aCRE","NR2F6__chr11_65646767_65647691",TRUE,"SIPA1"
"chr11_66316576_66317577","GLIS3","chr11_66311789_66313303","aCRE","GLIS3__chr11_66311789_66313303",TRUE,"ONTG11000001595.1"
"chr11_66316576_66317577","GLIS3","chr11_66268111_66268983","tCRE","GLIS3__chr11_66268111_66268983",TRUE,"RAB1B"
"chr11_66316576_66317577","GLIS3","chr11_66744348_66745220","tCRE","GLIS3__chr11_66744348_66745220",TRUE,"SPTBN2"
"chr11_66316576_66317577","GLIS3","chr11_66291505_66292326","tCRE","GLIS3__chr11_66291505_66292326",TRUE,"TMEM151A"
"chr11_66316576_66317577","GLIS3","chr11_66277649_66278569","tCRE","GLIS3__chr11_66277649_66278569",TRUE,"CNIH2"
"chr11_66316576_66317577","GLIS3","chr11_66336267_66337160","aCRE","GLIS3__chr11_66336267_66337160",TRUE,"RIN1"
"chr11_66316576_66317577","GLIS3","chr11_65890223_65891092","tCRE","GLIS3__chr11_65890223_65891092",TRUE,"CCDC85B"
"chr11_66316576_66317577","GLIS3","chr11_66257472_66258347","tCRE","GLIS3__chr11_66257472_66258347",TRUE,"KLC2"
"chr11_66316576_66317577","GLIS3","chr11_66336267_66337160","tCRE","GLIS3__chr11_66336267_66337160",TRUE,"RIN1"
"chr11_66316576_66317577","GLIS3","chr11_66371291_66372267","aCRE","GLIS3__chr11_66371291_66372267",TRUE,"SLC29A2"
"chr11_66316576_66317577","GLIS3","chr11_66048695_66049611","tCRE","GLIS3__chr11_66048695_66049611",TRUE,"GAL3ST3"
"chr11_66316576_66317577","NFIB","chr11_66311789_66313303","aCRE","NFIB__chr11_66311789_66313303",TRUE,"ONTG11000001595.1"
"chr11_66316576_66317577","NFIB","chr11_66268111_66268983","tCRE","NFIB__chr11_66268111_66268983",TRUE,"RAB1B"
"chr11_66316576_66317577","NFIB","chr11_66744348_66745220","tCRE","NFIB__chr11_66744348_66745220",TRUE,"SPTBN2"
"chr11_66316576_66317577","NFIB","chr11_66291505_66292326","tCRE","NFIB__chr11_66291505_66292326",TRUE,"TMEM151A"
"chr11_66316576_66317577","NFIB","chr11_66277649_66278569","tCRE","NFIB__chr11_66277649_66278569",TRUE,"CNIH2"
"chr11_66316576_66317577","NFIB","chr11_66336267_66337160","aCRE","NFIB__chr11_66336267_66337160",TRUE,"RIN1"
"chr11_66316576_66317577","NFIB","chr11_65890223_65891092","tCRE","NFIB__chr11_65890223_65891092",TRUE,"CCDC85B"
"chr11_66316576_66317577","NFIB","chr11_66257472_66258347","tCRE","NFIB__chr11_66257472_66258347",TRUE,"KLC2"
"chr11_66316576_66317577","NFIB","chr11_66336267_66337160","tCRE","NFIB__chr11_66336267_66337160",TRUE,"RIN1"
"chr11_66316576_66317577","NFIB","chr11_66371291_66372267","aCRE","NFIB__chr11_66371291_66372267",TRUE,"SLC29A2"
"chr11_66316576_66317577","NFIB","chr11_66048695_66049611","tCRE","NFIB__chr11_66048695_66049611",TRUE,"GAL3ST3"
"chr11_72069621_72070555","MAFB","chr11_72112088_72113017","tCRE","MAFB__chr11_72112088_72113017",TRUE,"ANAPC15"
"chr11_72069621_72070555","ATF3","chr11_72112088_72113017","tCRE","ATF3__chr11_72112088_72113017",TRUE,"ANAPC15"
"chr11_72191709_72192603","ZNF281","chr11_72102918_72103834","tCRE","ZNF281__chr11_72102918_72103834",TRUE,"LAMTOR1"
"chr11_72191709_72192603","ZNF281","chr11_72040526_72042429","tCRE","ZNF281__chr11_72040526_72042429",TRUE,"NUMA1"
"chr11_72191709_72192603","ZNF281","chr11_72223012_72223899","aCRE","ZNF281__chr11_72223012_72223899",TRUE,"ONTG11000001140.1"
"chr11_72191709_72192603","ZNF281","chr11_72112088_72113017","tCRE","ZNF281__chr11_72112088_72113017",TRUE,"ANAPC15"
"chr11_72191709_72192603","RBPJ","chr11_72102918_72103834","tCRE","RBPJ__chr11_72102918_72103834",TRUE,"LAMTOR1"
"chr11_72191709_72192603","RBPJ","chr11_72040526_72042429","tCRE","RBPJ__chr11_72040526_72042429",TRUE,"NUMA1"
"chr11_72191709_72192603","RBPJ","chr11_72223012_72223899","aCRE","RBPJ__chr11_72223012_72223899",TRUE,"ONTG11000001140.1"
"chr11_72191709_72192603","RBPJ","chr11_72112088_72113017","tCRE","RBPJ__chr11_72112088_72113017",TRUE,"ANAPC15"
"chr11_72191709_72192603","PRDM14","chr11_72102918_72103834","tCRE","PRDM14__chr11_72102918_72103834",TRUE,"LAMTOR1"
"chr11_72191709_72192603","PRDM14","chr11_72040526_72042429","tCRE","PRDM14__chr11_72040526_72042429",TRUE,"NUMA1"
"chr11_72191709_72192603","PRDM14","chr11_72223012_72223899","aCRE","PRDM14__chr11_72223012_72223899",TRUE,"ONTG11000001140.1"
"chr11_72191709_72192603","PRDM14","chr11_72112088_72113017","tCRE","PRDM14__chr11_72112088_72113017",TRUE,"ANAPC15"
"chr11_72191709_72192603","PLAGL1","chr11_72102918_72103834","tCRE","PLAGL1__chr11_72102918_72103834",TRUE,"LAMTOR1"
"chr11_72191709_72192603","PLAGL1","chr11_72040526_72042429","tCRE","PLAGL1__chr11_72040526_72042429",TRUE,"NUMA1"
"chr11_72191709_72192603","PLAGL1","chr11_72223012_72223899","aCRE","PLAGL1__chr11_72223012_72223899",TRUE,"ONTG11000001140.1"
"chr11_72191709_72192603","PLAGL1","chr11_72112088_72113017","tCRE","PLAGL1__chr11_72112088_72113017",TRUE,"ANAPC15"
"chr11_7484325_7486007","GATA5","chr11_7251539_7252494","tCRE","GATA5__chr11_7251539_7252494",TRUE,"SYT9"
"chr11_7484325_7486007","TRPS1","chr11_7251539_7252494","tCRE","TRPS1__chr11_7251539_7252494",TRUE,"SYT9"
"chr11_7484325_7486007","NFIA","chr11_7251539_7252494","tCRE","NFIA__chr11_7251539_7252494",TRUE,"SYT9"
"chr11_7484325_7486007","GATA6","chr11_7251539_7252494","tCRE","GATA6__chr11_7251539_7252494",TRUE,"SYT9"
"chr11_75490312_75491346","MSX1","chr11_75534075_75535134","aCRE","MSX1__chr11_75534075_75535134",TRUE,"ONTG11000001047.1"
"chr11_83723966_83725502","SP8","chr11_83285750_83286678","tCRE","SP8__chr11_83285750_83286678",TRUE,"CCDC90B"
"chr11_8698768_8699392","NR2F2","chr11_8593703_8594694","tCRE","NR2F2__chr11_8593703_8594694",TRUE,"STK33"
"chr11_8698768_8699392","NR2F2","chr11_8810296_8811228","tCRE","NR2F2__chr11_8810296_8811228",TRUE,"DENND2B"
"chr11_8698768_8699392","NR2F2","chr11_8963948_8965018","aCRE","NR2F2__chr11_8963948_8965018",TRUE,"TMEM9B"
"chr11_8698768_8699392","NR2F2","chr11_8910801_8911674","tCRE","NR2F2__chr11_8910801_8911674",TRUE,"AKIP1"
"chr11_8698768_8699392","NR2F2","chr11_8963948_8965018","tCRE","NR2F2__chr11_8963948_8965018",TRUE,"TMEM9B"
"chr11_8698768_8699392","NR2F2","chr11_8682219_8683157","tCRE","NR2F2__chr11_8682219_8683157",TRUE,"RPL27A"
"chr11_8698768_8699392","NR6A1","chr11_8593703_8594694","tCRE","NR6A1__chr11_8593703_8594694",TRUE,"STK33"
"chr11_8698768_8699392","NR6A1","chr11_8810296_8811228","tCRE","NR6A1__chr11_8810296_8811228",TRUE,"DENND2B"
"chr11_8698768_8699392","NR6A1","chr11_8963948_8965018","aCRE","NR6A1__chr11_8963948_8965018",TRUE,"TMEM9B"
"chr11_8698768_8699392","NR6A1","chr11_8910801_8911674","tCRE","NR6A1__chr11_8910801_8911674",TRUE,"AKIP1"
"chr11_8698768_8699392","NR6A1","chr11_8963948_8965018","tCRE","NR6A1__chr11_8963948_8965018",TRUE,"TMEM9B"
"chr11_8698768_8699392","NR6A1","chr11_8682219_8683157","tCRE","NR6A1__chr11_8682219_8683157",TRUE,"RPL27A"
"chr11_8698768_8699392","BCL11A","chr11_8593703_8594694","tCRE","BCL11A__chr11_8593703_8594694",TRUE,"STK33"
"chr11_8698768_8699392","BCL11A","chr11_8810296_8811228","tCRE","BCL11A__chr11_8810296_8811228",TRUE,"DENND2B"
"chr11_8698768_8699392","BCL11A","chr11_8963948_8965018","aCRE","BCL11A__chr11_8963948_8965018",TRUE,"TMEM9B"
"chr11_8698768_8699392","BCL11A","chr11_8910801_8911674","tCRE","BCL11A__chr11_8910801_8911674",TRUE,"AKIP1"
"chr11_8698768_8699392","BCL11A","chr11_8963948_8965018","tCRE","BCL11A__chr11_8963948_8965018",TRUE,"TMEM9B"
"chr11_8698768_8699392","BCL11A","chr11_8682219_8683157","tCRE","BCL11A__chr11_8682219_8683157",TRUE,"RPL27A"
"chr11_9765272_9766222","INSM1","chr11_9575010_9575863","tCRE","INSM1__chr11_9575010_9575863",TRUE,"WEE1"
"chr11_9765272_9766222","ETV1","chr11_9575010_9575863","tCRE","ETV1__chr11_9575010_9575863",TRUE,"WEE1"
"chr12_101594404_101595364","TWIST1","chr12_101830518_101831421","tCRE","TWIST1__chr12_101830518_101831421",TRUE,"GNPTAB"
"chr12_101594404_101595364","TWIST1","chr12_101407341_101408292","tCRE","TWIST1__chr12_101407341_101408292",TRUE,"ARL1"
"chr12_101594404_101595364","MEIS2","chr12_101830518_101831421","tCRE","MEIS2__chr12_101830518_101831421",TRUE,"GNPTAB"
"chr12_101594404_101595364","MEIS2","chr12_101407341_101408292","tCRE","MEIS2__chr12_101407341_101408292",TRUE,"ARL1"
"chr12_101594404_101595364","ZKSCAN1","chr12_101830518_101831421","tCRE","ZKSCAN1__chr12_101830518_101831421",TRUE,"GNPTAB"
"chr12_101594404_101595364","ZKSCAN1","chr12_101407341_101408292","tCRE","ZKSCAN1__chr12_101407341_101408292",TRUE,"ARL1"
"chr12_108996823_108997726","FOXO1","chr12_109069341_109070429","aCRE","FOXO1__chr12_109069341_109070429",TRUE,NA
"chr12_108996823_108997726","NR2F6","chr12_109069341_109070429","aCRE","NR2F6__chr12_109069341_109070429",TRUE,NA
"chr12_112621192_112622082","NANOG","chr12_112590033_112590933","aCRE","NANOG__chr12_112590033_112590933",TRUE,NA
"chr12_113773259_113774257","MSX1","chr12_113609518_113610674","tCRE","MSX1__chr12_113609518_113610674",TRUE,"ONTG12000001144.1"
"chr12_121949124_121950771","ATF4","chr12_121888327_121889385","tCRE","ATF4__chr12_121888327_121889385",TRUE,"PSMD9"
"chr12_121949124_121950771","HAND1","chr12_121888327_121889385","tCRE","HAND1__chr12_121888327_121889385",TRUE,"PSMD9"
"chr12_131795593_131796491","POU5F1","chr12_131827924_131828853","tCRE","POU5F1__chr12_131827924_131828853",TRUE,"MMP17"
"chr12_131795593_131796491","POU5F1","chr12_131928679_131929609","tCRE","POU5F1__chr12_131928679_131929609",TRUE,"PUS1"
"chr12_14394171_14395073","JUND","chr12_14773834_14774760","tCRE","JUND__chr12_14773834_14774760",TRUE,"H2AJ"
"chr12_14394171_14395073","JUND","chr12_14384715_14385683","tCRE","JUND__chr12_14384715_14385683",TRUE,"ATF7IP"
"chr12_14394171_14395073","POU3F1","chr12_14773834_14774760","tCRE","POU3F1__chr12_14773834_14774760",TRUE,"H2AJ"
"chr12_14394171_14395073","POU3F1","chr12_14384715_14385683","tCRE","POU3F1__chr12_14384715_14385683",TRUE,"ATF7IP"
"chr12_14394171_14395073","TEAD2","chr12_14773834_14774760","tCRE","TEAD2__chr12_14773834_14774760",TRUE,"H2AJ"
"chr12_14394171_14395073","TEAD2","chr12_14384715_14385683","tCRE","TEAD2__chr12_14384715_14385683",TRUE,"ATF7IP"
"chr12_14813260_14814645","MAFB","chr12_14803133_14804027","tCRE","MAFB__chr12_14803133_14804027",TRUE,"WBP11"
"chr12_14813260_14814645","TEAD1","chr12_14803133_14804027","tCRE","TEAD1__chr12_14803133_14804027",TRUE,"WBP11"
"chr12_14813260_14814645","FOXN3","chr12_14803133_14804027","tCRE","FOXN3__chr12_14803133_14804027",TRUE,"WBP11"
"chr12_21638215_21639114","NFE2L2","chr12_21525787_21526589","tCRE","NFE2L2__chr12_21525787_21526589",TRUE,"SPX"
"chr12_21638215_21639114","NR2F1","chr12_21525787_21526589","tCRE","NR2F1__chr12_21525787_21526589",FALSE,"SPX"
"chr12_23555484_23556292","SOX6","chr12_23950536_23951452","tCRE","SOX6__chr12_23950536_23951452",TRUE,"SOX5"
"chr12_23555484_23556292","SOX6","chr12_23949360_23950268","tCRE","SOX6__chr12_23949360_23950268",TRUE,"SOX5"
"chr12_23555484_23556292","ATF2","chr12_23950536_23951452","tCRE","ATF2__chr12_23950536_23951452",TRUE,"SOX5"
"chr12_23555484_23556292","ATF2","chr12_23949360_23950268","tCRE","ATF2__chr12_23949360_23950268",TRUE,"SOX5"
"chr12_23555484_23556292","JUN","chr12_23950536_23951452","tCRE","JUN__chr12_23950536_23951452",TRUE,"SOX5"
"chr12_23555484_23556292","JUN","chr12_23949360_23950268","tCRE","JUN__chr12_23949360_23950268",TRUE,"SOX5"
"chr12_23555484_23556292","JUND","chr12_23950536_23951452","tCRE","JUND__chr12_23950536_23951452",TRUE,"SOX5"
"chr12_23555484_23556292","JUND","chr12_23949360_23950268","tCRE","JUND__chr12_23949360_23950268",TRUE,"SOX5"
"chr12_23555484_23556292","ZNF148","chr12_23950536_23951452","tCRE","ZNF148__chr12_23950536_23951452",TRUE,"SOX5"
"chr12_23555484_23556292","ZNF148","chr12_23949360_23950268","tCRE","ZNF148__chr12_23949360_23950268",TRUE,"SOX5"
"chr12_23617531_23618420","NEUROD1","chr12_23950536_23951452","tCRE","NEUROD1__chr12_23950536_23951452",TRUE,"SOX5"
"chr12_23617531_23618420","NEUROD1","chr12_23949360_23950268","tCRE","NEUROD1__chr12_23949360_23950268",TRUE,"SOX5"
